Number|Gender|GivenName|Surname|StreetAddress|City|State|ZipCode|CountryFull|TelephoneNumber|Birthday|NationalID|Occupation|CCType
7977|female|Nicole|Almeida|Rua Bispo Atalício Pitan 1596|Bagé|RS|96410-400|Brazil|(53) 5089-7465|8/22/1991|887.034.124-07|College counselor|Visa
7978|male|Matheus|Almeida|Praça Doutor Sérgio Talans 828|São Paulo|SP|04854-060|Brazil|(11) 8216-6515|7/20/1954|418.943.604-60|Public finance economist|MasterCard
7979|female|Emilly|Pinto|Rua 6 819|Valparaíso de Goiás|GO|72871-006|Brazil|(61) 4948-3795|9/4/1979|352.489.887-48|IT manager|MasterCard
7980|female|Beatrice|Costa|Rua Salim Name 173|Sertãozinho|SP|14177-307|Brazil|(16) 6612-8660|5/10/1948|105.734.059-64|Radiologic technician|Visa
7981|male|Bruno|Sousa|Rua Trindade 1342|Rio de Janeiro|RJ|23585-802|Brazil|(21) 8064-6838|8/28/1939|781.930.026-44|U.S. Marshal|Visa
7982|female|Bruna|Santos|Rua FV 9 1563|Goiânia|GO|74370-706|Brazil|(62) 4647-9001|7/9/1994|874.708.421-95|Credit checker|Visa
7983|female|Laura|Dias|Rua Papanduva 270|Recife|PE|50791-490|Brazil|(81) 4876-5127|3/21/1933|287.914.251-23|Condominium association manager|Visa
7984|female|Yasmin|Barros|Rua Francisco Gonçalves da Silva 396|Joinville|SC|89209-344|Brazil|(47) 8313-2749|10/3/1934|471.876.178-60|Nurse educator|MasterCard
7985|female|Laura|Azevedo|Avenida Leomil 83|Guarujá|SP|11410-160|Brazil|(13) 2905-3500|11/15/1976|194.798.518-30|Management assistant|Visa
7986|male|Murilo|Costa|Travessa Vitória 1043|Apucarana|PR|86800-530|Brazil|(43) 3935-8314|4/19/1930|369.053.787-80|Landscape architect|Visa
7987|male|Renan|Araujo|Rua SR 20 281|Goiânia|GO|74785-578|Brazil|(62) 8214-2427|12/31/1986|775.320.177-88|Cutting and punching and and press machine operator|Visa
7988|male|Luis|Lima|Alameda das Campinas 1148|Aparecida de Goiânia|GO|74945-040|Brazil|(62) 4223-6326|11/29/1975|276.953.072-03|Finance officer|Visa
7989|female|Evelyn|Alves|Rua Itambé 667|Curitiba|PR|81935-050|Brazil|(41) 5339-2280|3/6/1936|714.820.087-34|Musical instrument tuner|Visa
7990|male|Arthur|Santos|Rua U 12 1840|Goiânia|GO|74315-530|Brazil|(62) 6662-3463|1/28/1951|517.136.256-44|Materials scientist|Visa
7991|male|Kauê|Barros|Rua Orquídea 1137|Colatina|ES|29701-780|Brazil|(27) 8964-7153|12/9/1972|733.794.042-41|Executive|MasterCard
7992|female|Marisa|Pinto|Rua São Pedro 951|Vila Velha|ES|29122-350|Brazil|(27) 7690-9002|4/29/1965|433.968.991-21|Counter attendant|Visa
7993|female|Isabella|Pereira|Rua Paru 403|Recife|PE|51010-060|Brazil|(81) 8714-8476|8/22/1928|792.034.173-62|Passenger rate clerk|Visa
7994|male|Tomás|Oliveira|Rua Particular 633|Taubaté|SP|12092-480|Brazil|(12) 3034-2266|6/9/1962|276.155.880-49|Independent insurance agent|Visa
7995|male|Mateus|Cavalcanti|Rua Itapeva 1407|Campinas|SP|13041-820|Brazil|(19) 7445-6113|11/25/1983|271.783.632-23|Log marker|MasterCard
7996|male|Renan|Melo|Rua Rosa Fatori Anselmo 393|Juiz de Fora|MG|36037-440|Brazil|(32) 7664-3171|7/24/1958|559.121.635-80|Checker|Visa
7997|female|Isabella|Martins|Rua Cidade de Gravataí 1496|Joinville|SC|89233-405|Brazil|(47) 4859-3900|11/24/1953|134.256.533-93|Cardiovascular technician|MasterCard
7998|male|Arthur|Santos|Praça Itália Yolanda Pansardi Costa 1313|São Paulo|SP|05465-110|Brazil|(11) 9790-5373|12/21/1934|823.752.372-50|Millwright|Visa
7999|male|Carlos|Barros|Rua Cecília Bueno de Alvarenga 1040|São José dos Campos|SP|12248-090|Brazil|(12) 6355-7860|8/30/1944|704.567.218-78|Critical care nurse|Visa
8000|female|Laura|Martins|Rua Afonso Cucolo 213|Lins|SP|16401-383|Brazil|(19) 6351-6409|3/1/1966|477.088.610-12|Employment counselor|MasterCard
8001|male|João|Cavalcanti|Rua Gelindo Vicente Donadelli 1662|Valinhos|SP|13272-461|Brazil|(19) 9738-7161|12/20/1956|793.779.980-34|Food and beverage manager|MasterCard
8002|male|Julian|Lima|Rua Riacho das Almas 721|Paulista|PE|53435-760|Brazil|(81) 4514-6978|4/2/1938|646.812.298-81|Aerobics instructor|MasterCard
8003|female|Laura|Santos|Vila São Raimundo 1785|Fortaleza|CE|60840-250|Brazil|(85) 5007-8720|1/1/1929|747.249.047-47|Computer programmer|Visa
8004|female|Sarah|Dias|Rua 27 JS 314|Rio Claro|SP|13504-793|Brazil|(19) 7064-7926|10/15/1979|100.465.196-10|English to speakers of other languages teacher|MasterCard
8005|female|Yasmin|Correia|Rua Mangaratiba 1791|Cariacica|ES|29147-190|Brazil|(27) 3895-8439|2/15/1930|162.189.244-16|Loan processing clerk|Visa
8006|female|Nicole|Azevedo|Rua Olívio Combe 1020|São João da Boa Vista|SP|13875-301|Brazil|(19) 3596-7151|6/13/1930|219.027.761-27|Extruding and forming and pressing and and compacting machine setter|Visa
8007|male|Joao|Souza|Rua Iracema 1914|Rio Branco|AC|69914-390|Brazil|(68) 9429-3519|10/18/1980|417.574.882-27|Human resources generalist|Visa
8008|male|Kauê|Souza|Travessa Maria de Castro Bastos 679|São Gonçalo|RJ|24455-445|Brazil|(21) 8675-9417|11/23/1947|105.493.586-68|Offset lithographic press operator|Visa
8009|male|Gustavo|Castro|Avenida Noé Mendes 314|Teresina|PI|64084-130|Brazil|(86) 3570-9864|1/9/1947|658.089.138-61|U.S. Deputy Marshal|MasterCard
8010|female|Isabela|Pereira|Rua Desembargador Niro Teixeira de Souza 868|Porto Alegre|RS|91160-230|Brazil|(51) 5291-9687|4/12/1937|394.764.239-35|General and operations manager|MasterCard
8011|female|Giovana|Costa|Rua Manoel Lucas Mota 1679|Mossoró|RN|59615-500|Brazil|(84) 2278-9063|2/27/1944|490.402.674-80|Locomotive engineer|Visa
8012|male|Felipe|Cavalcanti|Rua Rio Verde 135|Contagem|MG|32280-090|Brazil|(31) 8575-3934|11/19/1974|755.158.497-87|Technical recruiter|MasterCard
8013|female|Emilly|Correia|Praça Antônio Carlos de Almeida 1756|Bauru|SP|17016-165|Brazil|(14) 8486-2817|3/12/1992|574.978.388-06|Health engineer|Visa
8014|female|Rafaela|Goncalves|Rua Sócrates Stamato 1660|Campo Mourão|PR|87301-275|Brazil|(44) 6333-6843|9/23/1952|502.756.693-00|Cook|Visa
8015|female|Emily|Barbosa|Rua Príncipe Porto 1431|Fortaleza|CE|60762-700|Brazil|(85) 3791-2025|9/27/1993|134.070.745-49|EEO representative|Visa
8016|female|Gabrielle|Ribeiro|Rua José Joaquim dos Santos 903|Itajaí|SC|88302-030|Brazil|(47) 8098-4413|10/18/1944|164.175.777-91|Layout artist|MasterCard
8017|female|Beatriz|Silva|Rua Ana Monteiro Erbetta 1143|Campinas|SP|13058-256|Brazil|(19) 6704-7618|4/18/1994|953.259.691-70|Employee benefits specialist|MasterCard
8018|female|Bianca|Pinto|Rua Manuel Vila D'Alba 1515|São Paulo|SP|08111-570|Brazil|(11) 9433-5387|3/9/1994|567.184.510-61|Construction manager|Visa
8019|male|Kaua|Correia|Rua Projetada 58 883|Várzea Grande|MT|78125-608|Brazil|(65) 7079-9135|9/6/1948|162.131.379-47|Support specialist|MasterCard
8020|male|Vinícius|Dias|Travessa A. S. Rodrigues 1486|Santo Ângelo|RS|98801-580|Brazil|(55) 9073-4924|3/2/1993|350.815.806-35|Political geographer|MasterCard
8021|female|Camila|Melo|Rua Antônio Olívio Rodrigues 360|Curitiba|PR|82800-260|Brazil|(41) 4067-7096|10/7/1960|352.736.914-78|Material recording|MasterCard
8022|male|Kauan|Melo|Rua Filinto Borja 321|Salvador|BA|40285-850|Brazil|(71) 9389-5889|8/9/1984|147.302.848-52|Chairperson of the board|Visa
8023|female|Sofia|Ferreira|Rua Joaquim da Mota 137|São Carlos|SP|13565-170|Brazil|(16) 8532-9138|7/11/1955|555.504.509-33|Aeronautical drafter|MasterCard
8024|female|Julieta|Alves|Rua Edgard Barbosa 571|Rio de Janeiro|RJ|21645-190|Brazil|(21) 2902-9760|2/14/1994|701.706.504-21|Street vendor|Visa
8025|male|Cauã|Alves|1ª Travessa Graça Maria 1403|Salvador|BA|41207-269|Brazil|(71) 8419-5531|7/9/1972|604.469.762-29|Local account executive|Visa
8026|female|Giovana|Dias|Rua das Flores 1118|Campo Mourão|PR|87310-030|Brazil|(44) 6281-3501|2/1/1961|283.525.718-77|Grader operator|Visa
8027|female|Carla|Martins|Rua KS-205 490|Piraquara|PR|83307-340|Brazil|(41) 2560-3755|10/22/1934|507.501.745-28|Tractor-trailer driver|MasterCard
8028|female|Julia|Costa|Rua M 68|Cuiabá|MT|78095-130|Brazil|(65) 4544-3775|4/15/1932|681.922.554-76|Radio and telecommunications equipment installer|MasterCard
8029|male|Nicolash|Costa|Avenida Felipe Xaud 2|Boa Vista|RR|69311-120|Brazil|(95) 3123-3994|2/23/1956|388.488.415-89|Ground controller|MasterCard
8030|female|Giovana|Pinto|Servidão Garcia 74|Palhoça|SC|88130-416|Brazil|(48) 8075-6464|12/16/1955|473.843.052-17|Occupational therapist|MasterCard
8031|male|José|Rocha|Rua Amilar Alves 1400|Campinas|SP|13041-301|Brazil|(19) 3703-3794|6/11/1940|226.694.698-68|Employee relations manager|MasterCard
8032|male|Vitor|Cavalcanti|Rua Nova da Liberdade 108|Salvador|BA|41297-280|Brazil|(71) 9041-2587|7/10/1987|293.517.694-45|Information architect|Visa
8033|female|Isabelle|Cunha|Quadra QR 604 Conjunto 12-B 878|Samambaia|DF|72322-115|Brazil|(61) 9899-6077|7/14/1955|236.270.516-10|Steadicam operator|MasterCard
8034|male|Daniel|Cavalcanti|Rua Pindaré 1367|Americana|SP|13469-440|Brazil|(19) 2289-7078|5/9/1959|192.263.093-45|College faculty|Visa
8035|male|Miguel|Gomes|Rua Pará 1978|Guarapuava|PR|85023-320|Brazil|(42) 4935-4438|9/9/1977|952.902.759-16|Accountant|Visa
8036|male|Enzo|Pinto|Rua Quatorze 1613|Bauru|SP|17035-625|Brazil|(14) 2487-6648|7/19/1950|379.201.213-88|Metal-refining furnace tender|Visa
8037|male|Bruno|Sousa|Rua Trinta e Dois 1071|Ponta Grossa|PR|84022-310|Brazil|(42) 8980-4240|3/21/1950|563.410.214-61|Printing machine operator|MasterCard
8038|female|Rebeca|Costa|Rua G 248|Governador Valadares|MG|35052-310|Brazil|(33) 6011-7178|1/2/1936|598.814.657-02|Bonus clerk|MasterCard
8039|female|Matilde|Ribeiro|Rua Carlos Augusto Campos Ferreira 1540|Taubaté|SP|12043-450|Brazil|(12) 2937-4156|3/19/1944|407.666.754-91|Geologist|MasterCard
8040|male|Felipe|Souza|Rua Izidio Rodrigues da Costa 216|Itapeva|SP|18406-060|Brazil|(15) 6795-3559|10/24/1982|285.021.597-04|Home entertainment service technician|Visa
8041|male|Rafael|Ribeiro|Rua Podalírio Barcelos 1900|Alvorada|RS|94828-570|Brazil|(51) 4746-6843|12/16/1944|542.127.375-07|Career counselor|MasterCard
8042|male|Breno|Almeida|Rua Armindo Afonso 1314|Caruaru|PE|55018-650|Brazil|(81) 2423-7145|5/8/1990|751.756.382-38|Crop farm manager|Visa
8043|male|Antônio|Melo|Rua Fábio Cidreira 858|Salvador|BA|41211-200|Brazil|(71) 7878-3590|2/26/1939|493.085.465-29|Policy analyst|MasterCard
8044|female|Carla|Pinto|Rua Dolores Carvalho Vasconcelos 716|Macaé|RJ|27937-600|Brazil|(22) 5466-2206|9/17/1943|580.236.142-58|Library aide|Visa
8045|male|Julian|Almeida|Rua Eva Brito 1810|Jequié|BA|45201-240|Brazil|(73) 9107-7583|11/3/1953|466.635.817-08|Animal control worker|Visa
8046|male|Leonardo|Lima|Rua Um 742|Pelotas|RS|96083-310|Brazil|(53) 4688-5240|4/25/1931|291.721.874-68|Painting restorer|MasterCard
8047|male|Breno|Rocha|Rua Maranhão 1955|Piraquara|PR|83314-070|Brazil|(41) 9949-8328|12/26/1943|554.643.931-96|Range conservationist|Visa
8048|female|Giovanna|Ferreira|Rua Barreiros 677|Rio de Janeiro|RJ|21031-753|Brazil|(21) 8025-9458|8/7/1982|212.924.901-95|Lathe and turning machine tool tender|Visa
8049|male|Rafael|Costa|Rua Alinda Agatão de Souza 1937|São João da Boa Vista|SP|13872-577|Brazil|(19) 6800-9049|1/6/1974|998.080.682-60|Newsletter writer|Visa
8050|male|Rafael|Santos|Rua Tomaz Pelegatti 1958|Valinhos|SP|13277-602|Brazil|(19) 5426-5442|7/18/1981|564.243.229-06|Recreation supervisor|MasterCard
8051|male|Miguel|Lima|Rua Backer 1602|São Paulo|SP|01541-000|Brazil|(11) 5386-5702|12/14/1978|326.182.802-10|Systems developer|Visa
8052|female|Vitoria|Cavalcanti|Rua 17-B 1763|Goiânia|GO|74063-175|Brazil|(62) 6710-4155|4/8/1977|909.804.437-92|Workforce development specialist|Visa
8053|male|João|Almeida|Quadra EQ 208/308 1152|Santa Maria|DF|72508-300|Brazil|(61) 3369-6310|7/1/1948|968.794.884-12|Dyeing machine operator|Visa
8054|male|Luís|Cunha|Rua Mariana de Mattos 192|Presidente Prudente|SP|19050-450|Brazil|(18) 6650-4962|1/27/1932|480.607.879-42|Recruitment consultant|MasterCard
8055|male|João|Melo|Rua Poxoreu 1630|Campo Grande|MS|79112-331|Brazil|(67) 7340-3454|7/9/1977|477.121.053-59|Radio announcer|MasterCard
8056|female|Laura|Costa|Rua Ernesto Igel 654|Fortaleza|CE|60182-590|Brazil|(85) 6135-5635|7/23/1943|785.758.459-26|Jailer|Visa
8057|male|Arthur|Melo|Largo A 566|Porto Alegre|RS|91780-002|Brazil|(51) 8891-6305|2/6/1940|862.494.039-73|Furnace installer|Visa
8058|male|Kaua|Melo|Avenida Kuwahara 35|Mauá|SP|09341-125|Brazil|(11) 3472-7842|6/2/1989|834.655.273-48|Research chef|Visa
8059|female|Brenda|Costa|Rua Cardeal Arcoverde 860|Duque de Caxias|RJ|25085-270|Brazil|(21) 3045-9579|3/22/1934|458.263.146-05|Gastroenterology nurse|Visa
8060|male|Diego|Melo|Rua Pioneiro Carlos Bulla 411|Maringá|PR|87053-009|Brazil|(44) 5127-4491|5/24/1968|141.499.358-74|Rooms manager|Visa
8061|female|Beatriz|Rocha|Rua Odete de Souza 480|Joinville|SC|89230-612|Brazil|(47) 5513-3913|6/4/1943|819.401.278-31|Purchasing manager|Visa
8062|male|Luan|Correia|Rua Maria José Pomar 1817|São Paulo|SP|02436-070|Brazil|(11) 5266-4731|7/25/1986|335.501.448-65|Microchip processor|MasterCard
8063|male|Antônio|Ribeiro|Rua Maria Marta Camilo de Andrade 1483|Campinas|SP|13058-121|Brazil|(19) 5006-5053|3/24/1931|104.037.613-44|Revenue agent|Visa
8064|male|Kaua|Pinto|Rua Antônio Natel de Paula 1554|Ponta Grossa|PR|84015-270|Brazil|(42) 8715-5734|5/20/1992|608.103.768-14|Scheduling clerk|MasterCard
8065|male|Matheus|Rocha|Rua José Stenico 264|Valinhos|SP|13272-115|Brazil|(19) 9846-4788|10/7/1949|788.741.103-32|Atmospheric scientist|MasterCard
8066|male|Alex|Cardoso|Rua Maria de Lourdes de Vasconcelos Cardoso 156|João Pessoa|PB|58035-290|Brazil|(83) 6469-5119|6/24/1971|559.168.424-65|Education and training manager|Visa
8067|female|Thaís|Lima|Quadra QNM 36 Conjunto Y 1651|Taguatinga|DF|72145-625|Brazil|(61) 5625-5261|7/24/1954|818.166.518-00|Microchip processor|MasterCard
8068|male|Vitór|Correia|Rua Monsenhor Confúcio 1742|Goiânia|GO|74485-140|Brazil|(62) 4184-2655|11/7/1992|130.744.801-14|U.S. Deputy Marshal|MasterCard
8069|male|Nicolas|Carvalho|Avenida Angra dos Reis 1849|Recife|PE|51340-590|Brazil|(81) 9656-5617|8/2/1934|801.675.939-43|Marine electronics technician|MasterCard
8070|female|Rebeca|Goncalves|Rua José Maria Botelho 1296|Belo Horizonte|MG|31525-100|Brazil|(31) 3488-4074|11/7/1988|297.436.835-26|Adult basic education teacher|Visa
8071|male|Nicolash|Cavalcanti|Avenida Juracy Magalhães 1039|Itabuna|BA|45603-232|Brazil|(73) 7408-6763|9/18/1944|654.484.655-44|Cement mason|MasterCard
8072|male|Leonardo|Barbosa|Rua São Lucas 930|Jequié|BA|45202-230|Brazil|(73) 6874-5604|10/10/1962|836.161.181-90|Property custodian|Visa
8073|male|Vinicius|Fernandes|Avenida Segunda 141|Macapá|AP|68906-851|Brazil|(96) 5663-8392|2/7/1956|557.831.686-70|Critical care nurse|MasterCard
8074|male|Kai|Araujo|Rua São Jorge 1612|Recife|PE|51270-710|Brazil|(81) 4331-4728|1/14/1971|152.640.413-34|Farmworker|Visa
8075|male|Enzo|Rocha|Rua dos Inconfidentes 926|Vitória|ES|29092-320|Brazil|(27) 6422-8024|11/26/1941|377.543.459-35|Occupational health and safety inspector|Visa
8076|male|Luiz|Silva|Rua Andorinha-Pequena 1304|São Paulo|SP|05887-280|Brazil|(11) 2587-9573|11/30/1951|799.434.085-70|Cleaning and washing and and metal pickling equipment operator|Visa
8077|male|Julian|Santos|Rua Coronel José Barbosa 1191|Fortaleza|CE|60863-270|Brazil|(85) 3948-7185|2/14/1982|408.577.179-52|Food science technician|MasterCard
8078|female|Gabriela|Cardoso|Rua Palestina 1540|Criciúma|SC|88803-170|Brazil|(48) 6601-6886|6/28/1965|421.950.225-40|Tractor driver|Visa
8079|male|Victor|Carvalho|Rua Eugênio Frediani 1250|Santana de Parnaíba|SP|06502-350|Brazil|(11) 6619-9408|8/12/1967|240.447.843-53|Tile finisher|MasterCard
8080|male|Otávio|Santos|Rua Lude 1271|Ipatinga|MG|35164-076|Brazil|(31) 3760-6743|11/25/1972|482.027.937-85|Nursery and greenhouse manager|MasterCard
8081|male|Martim|Lima|Rua Georg Frederico Lichtenberg 1746|Joinville|SC|89237-050|Brazil|(47) 2606-9586|9/3/1949|888.346.126-63|Local transit bus driver|Visa
8082|female|Isabella|Alves|Estrada do Pacotuba 192|Almirante Tamandaré|PR|83514-550|Brazil|(41) 2298-7597|12/11/1930|501.032.791-05|Wealth manager|MasterCard
8083|female|Anna|Fernandes|Travessa Lambari 658|Ribeirão Preto|SP|14050-399|Brazil|(16) 8865-9041|4/1/1972|478.228.177-36|Radiologist|Visa
8084|male|Danilo|Martins|Rua Floriano Amaral de Camargo 1156|Indaiatuba|SP|13340-114|Brazil|(19) 3176-7543|11/21/1938|898.537.628-46|Recreation worker|MasterCard
8085|male|Tomás|Sousa|Travessa da Igrejinha 1624|Duque de Caxias|RJ|25045-740|Brazil|(21) 6165-4809|10/31/1956|935.807.434-57|Licensed practical nurse|Visa
8086|female|Rebeca|Goncalves|Rua Lourenço da Veiga 1609|Londrina|PR|86066-130|Brazil|(43) 2508-2128|3/9/1974|626.002.092-98|Scrub|MasterCard
8087|male|Ryan|Azevedo|Rua Marquês do Herval 1435|Caxias do Sul|RS|95020-261|Brazil|(54) 5268-9041|7/10/1977|873.938.213-38|Administrative technician|Visa
8088|female|Manuela|Cavalcanti|Rua Rosa Figueiredo 744|Patos|PB|58701-400|Brazil|(83) 3619-9007|1/16/1979|285.310.053-70|Multiple machine tool operator|Visa
8089|female|Gabriela|Barros|Vila Sheila 1519|Belém|PA|66087-590|Brazil|(91) 7635-3780|5/5/1967|301.831.706-87|HVAC technician|Visa
8090|male|Daniel|Azevedo|Rua Visconde de Mauá 880|Feira de Santana|BA|44045-330|Brazil|(75) 3566-9545|3/1/1954|114.628.153-67|Natural sciences manager|Visa
8091|female|Larissa|Silva|Rua Senador Rui Palmeira 63|Maceió|AL|57035-250|Brazil|(82) 8951-7398|11/22/1929|108.467.653-22|Unclaimed property officer|Visa
8092|male|Kauã|Carvalho|Rua Monteiro Lobato 1969|Almirante Tamandaré|PR|83508-330|Brazil|(41) 3366-6875|10/14/1979|767.104.735-03|Pharmacy aide|MasterCard
8093|male|José|Fernandes|Passagem Dez 261|Pelotas|RS|96076-020|Brazil|(53) 2451-2591|5/14/1992|603.569.515-96|Electrical and electronics engineering technician|Visa
8094|male|Davi|Oliveira|Rua Paris 523|Aparecida de Goiânia|GO|74947-540|Brazil|(62) 4523-5185|6/27/1942|107.092.869-02|Marshal|Visa
8095|male|Gustavo|Fernandes|Rua Padre Carlos Alencar 1080|Fortaleza|CE|60840-120|Brazil|(85) 7560-8075|7/12/1948|871.059.776-04|Railroad brake operator|Visa
8096|male|Carlos|Cunha|Praça Íris Maria Salles 1627|Colatina|ES|29704-480|Brazil|(27) 2754-4885|1/2/1977|909.253.138-31|Manufacturing optician|Visa
8097|female|Yasmin|Pereira|Rua Diogo Jácome 1067|São Paulo|SP|04512-001|Brazil|(11) 9684-5781|10/17/1929|382.184.257-13|Receiving clerk|MasterCard
8098|female|Julia|Pereira|Rua Boninas 258|Osasco|SP|06120-060|Brazil|(11) 2968-2429|4/7/1967|623.248.560-26|Transit and railroad police|Visa
8099|female|Mariana|Barbosa|Rua Joapitanga 1731|São Paulo|SP|08220-300|Brazil|(11) 8591-4132|9/16/1979|613.197.571-03|Brickmason|Visa
8100|male|Enzo|Lima|Rua João Bochnia 1065|Ponta Grossa|PR|84031-200|Brazil|(42) 4777-9752|4/7/1943|483.195.494-26|Plasterer|MasterCard
8101|male|Cauã|Ferreira|Rua Porto Belo 1795|Gravataí|RS|94050-160|Brazil|(51) 9331-2896|4/26/1981|134.297.451-44|Wastewater treatment plant and system operator|Visa
8102|male|André|Melo|Rua Benedito Alves Aranha 104|Campinas|SP|13084-090|Brazil|(19) 4206-7153|5/26/1961|735.719.209-10|Film processing technician|MasterCard
8103|female|Beatrice|Lima|Rua José Ferreira Cândido 1593|Franca|SP|14403-288|Brazil|(16) 5281-5225|3/16/1987|598.789.296-12|Molder|MasterCard
8104|male|Cauã|Barros|Rua Praia de Manibu 1538|Natal|RN|59094-280|Brazil|(84) 5480-2460|10/2/1968|773.775.515-26|News analyst|MasterCard
8105|male|Luan|Melo|Rua Cinquenta e Cinco 1686|Petrolina|PE|56312-255|Brazil|(87) 5157-8746|8/22/1990|986.739.371-67|Engraver|MasterCard
8106|male|Luan|Correia|Rua José Tetuo Saito 1919|Londrina|PR|86031-430|Brazil|(43) 3252-7396|8/27/1941|155.767.486-89|Full-charge bookkeeper|Visa
8107|male|Gabriel|Gomes|Rua Vinte de Julho 1118|Salvador|BA|40296-270|Brazil|(71) 7945-6030|5/18/1977|484.709.275-90|Brattice builder|Visa
8108|male|Marcos|Carvalho|Rua das Rosas 332|Belém|PA|66640-570|Brazil|(91) 9525-6804|7/9/1943|265.576.685-79|Corporate accountant|MasterCard
8109|female|Gabrielle|Silva|Vila José Augusto Lopes 1685|Caratinga|MG|35300-314|Brazil|(33) 9131-8191|3/20/1970|129.438.234-90|Etcher|MasterCard
8110|male|Matheus|Ribeiro|Rua Domingos da Silva Guimarães 568|Contagem|MG|32235-260|Brazil|(31) 8653-8352|11/13/1945|622.849.950-55|Emergency care nurse|Visa
8111|male|Tiago|Barros|Rua Giuseppe Maria Crespi 164|São Paulo|SP|03627-240|Brazil|(11) 2583-8912|10/17/1968|154.705.428-07|Therapeutic recreation specialist|MasterCard
8112|male|Cauã|Dias|Praça Jácomo Guazzelli 1547|São Bernardo do Campo|SP|09861-555|Brazil|(11) 4626-8948|1/17/1980|241.583.569-20|Building manager|Visa
8113|female|Sarah|Lima|Estrada do Rio Grande 724|São Paulo|SP|04897-270|Brazil|(11) 6911-3540|10/26/1945|227.570.828-68|Electrical power line repairer|Visa
8114|male|Diego|Silva|Rua 11 1866|Manaus|AM|69055-751|Brazil|(92) 8361-7486|7/28/1984|667.678.061-53|Chemical equipment tender|MasterCard
8115|male|Arthur|Cavalcanti|Rua Eugênia Coutinho Meller 136|Maringá|PR|87053-380|Brazil|(44) 5044-5944|6/25/1978|170.024.126-55|Multiple machine tool tender|MasterCard
8116|male|Igor|Silva|Rua Ignacio Trunkel 1245|São José dos Campos|SP|12233-120|Brazil|(12) 4764-4718|5/15/1958|264.264.419-70|Network architect|Visa
8117|male|Erick|Gomes|Rua Lourival da Cunha Vianna 1258|São José do Rio Preto|SP|15041-018|Brazil|(17) 5351-3974|1/27/1984|641.433.867-20|Roustabout|Visa
8118|male|Samuel|Pereira|Rua Jovita Feitosa 593|Duque de Caxias|RJ|25243-570|Brazil|(21) 8809-9489|8/9/1991|450.793.817-10|Practical nurses|Visa
